trial_id,word,article,correct_type,obj_image,sub_image,phrase,trial_type,thisN,thisTrialN,thisRepN,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,thisRow.t,notes,instruction.started,Welcome.started,start_key.started,mouse_2.started,instruction.stopped,start_key.keys,start_key.rt,start_key.duration,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,trial.started,sentence.started,image_left.started,image_right.started,key_resp.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,0.02485862490721047,0.03540812502615154,0.03540812502615154,0.02487291698344052,8.05029287491925,f,7.769512666855007,None,[],[],[],[],[],[],,,,,,,44,001,2026-04-25_16h17.18.186,experiment,2024.2.4,None,2026-04-25 16h17.28.453580 -0700,
98,zeg,None,sub,o10.png,s15.png,there_is,filler,0,0,0,0,0,0,97,8.30167870898731,,,,,,,,,,,,,,,,8.296593833947554,8.30167870898731,8.30167870898731,8.30167870898731,8.30167870898731,0.2462042081169784,,,,,,,,
